,nerdiness
0,0.4012103654257877
1,0.8103891918886993
2,0.767498952354794
3,0.5868338080377987
4,0.708630581946129
5,0.11082064714360418
6,0.6288379563277368
7,0.7883822843803056
8,0.34893173116664816
9,0.3501868574597262
10,0.6048561049324661
11,0.8873105808224396
12,0.7103678319477925
13,0.3481912719728333
14,0.6375942249402733
15,0.4562915889676371
16,0.12812878694100505
17,0.5684542544942198
18,0.7007045509844048
19,0.7008813245668559
20,0.3010260980074171
21,0.2951430217669749
22,0.6178218203748198
23,0.5986544470545181
24,0.3869004180338835
25,0.7414345332144617
26,0.8413300311029
27,0.7472746783060734
28,0.3787674889540759
29,0.12882577198982728
30,0.4146763820537906
31,0.17053092292985317
32,0.8285980742920623
33,0.5056812433003809
34,0.7149643178780319
35,0.3032445784768119
36,0.6382330201631197
37,0.41678441433460867
38,0.5227597496963536
39,0.7269595274386775
40,0.7572162474713506
41,0.13736616094463994
42,0.6808490822780384
43,0.0614622073037285
44,0.7897363202449256
45,0.269254088351676
46,0.8194391856055758
47,0.276612976091725
48,0.8115737545212998
49,0.8401709327668433
50,0.3725643381229287
51,0.32179335903985495
52,0.8086802424791889
53,0.8468845924859103
54,0.831055375599803
55,0.8075515808882092
56,0.14687979959205344
57,0.747288134607906
58,0.14931539768189725
59,0.5756998796582024
60,0.5936921100541458
61,0.41196790060617094
62,0.5960378308768916
63,0.3881418748680369
64,0.7618831930583491
65,0.3268050355422291
66,0.15870071428599639
67,0.37344000640005265
68,0.5176155054836281
69,0.5388790244110712
70,0.8861992960019904
71,0.5404349605860276
72,0.49078836935259634
73,0.7731146205422151
74,0.3548891165766845
75,0.6519577658194726
76,0.08343864629746972
77,0.6977618657965782
78,0.5552154155137884
79,0.873969257921486
80,0.771366157810693
81,0.742331514597944
82,0.34654693648748974
83,0.09935323839823355
84,0.3761268703345513
85,0.586658513764751
86,0.8892609821077812
87,0.6391614649459586
88,0.8591285418765583
89,0.8217019632933155
90,0.6260619287428688
91,0.12270236052478284
92,0.4367223333772885
93,0.523868430638056
94,0.8559314773286752
95,0.17690923119561194
96,0.7248081697730203
97,0.6897714853441066
98,0.30206838444645334
99,0.7778599564843529
100,0.5632718612504594
101,0.13955733305568221
102,0.18295985900902378
103,0.3109464860105952
104,0.34785838087363036
105,0.3873594528354012
106,0.5063888246829948
107,0.5754407215529642
108,0.9421830184241236
109,0.4186669803504745
110,0.7123154211851065
111,0.15445516317873917
112,0.5589956585087313
113,0.6295717882076105
114,0.7946551831037297
115,0.6305697338642978
116,0.8419540421378292
117,0.2265825134822607
118,0.7246372967135238
119,0.7568101597630964
120,0.438070417202938
121,0.11686860061448602
122,0.4607615919424661
123,0.7623507233933969
124,0.6126497832831408
125,0.8491980227095525
126,0.5235932187502482
127,0.7196394672938254
128,0.5775198590648789
129,0.6983396349603059
130,0.8975971677607241
131,0.5513148133261474
132,0.8547495109984752
133,0.2896259797310137
134,0.2635575721521183
135,0.19649688255471542
136,0.7763067537681462
137,0.5364910576384623
138,0.8975598297535972
139,0.39734156667069165
140,0.8607632013977603
141,0.47142700667321663
142,0.8107433019308153
143,0.6384234740163798
144,0.8089154093696069
145,0.26077490693147437
146,0.07208045494256778
147,0.904228221733664
148,0.6007993765058068
149,0.908589568453194
150,0.06775723404386555
151,0.7091614702556498
152,0.8695086614400226
153,0.835704030496372
154,0.034537144704359445
155,0.0684947156548351
156,0.3960175222993351
157,0.20789010965181873
158,0.7462933402726178
159,0.4736244909073471
160,0.3145030764857475
161,0.5466989653943682
162,0.5044784567024059
163,0.8091890912640213
164,0.7365103697989487
165,0.1939360761145994
166,0.42227631774709645
167,0.39774570058571607
168,0.4608787985705937
169,0.43530377322761354
170,0.5316626053074098
171,0.7139822451025054
172,0.8661717689720166
173,0.686062360266965
174,0.3746743650673033
175,0.3796948736033104
176,0.4193690030727906
177,0.3563296129388463
178,0.7661137953401261
179,0.5846296116442682
180,0.8170971700543938
181,0.8945246429144148
182,0.2843615889856455
183,0.868522374818332
184,0.5410344770799628
185,0.8878117806555021
186,0.8023429049593291
187,0.8567187114390328
188,0.5733297998010958
189,0.556379917562059
190,0.6303710403622178
191,0.8282829587697839
192,0.20859704201512666
193,0.48820134820952826
194,0.7631953821151972
195,0.4953215079895596
196,0.5322840270790495
197,0.649372516582463
198,0.6000366590072864
199,0.7910910752943079
200,0.15133288486023164
201,0.6141994860781259
202,0.5841907430915582
203,0.49515978436850444
204,0.5329301795593678
205,0.768170331635807
206,0.6690250368882366
207,0.7074403723769226
208,0.937808308838043
209,0.43183409236421544
210,0.921459857311906
211,0.8704355070687262
212,0.39023719128922346
213,0.49897722384222915
214,0.724154356610749
215,0.8296263910719247
216,0.5064607464498206
217,0.6013602361865319
218,0.8701882828358581
219,0.1589878476819613
220,0.9267161744259532
221,0.16915777933224205
222,0.37316536793848504
223,0.42059432389169477
224,0.5055915635054881
225,0.2736699817357964
226,0.1853728227181709
227,0.5054970381174115
228,0.7299060742276381
229,0.5549750845351241
230,0.8161160988570204
231,0.3953082127949011
232,0.3999309501876982
233,0.3613508780391643
234,0.21488376678185664
235,0.616625329249246
236,0.07362590709834933
237,0.07696413358454744
238,0.6034629681115745
239,0.5960076998075566
240,0.7933137925258108
241,0.8197420080661225
242,0.4913209339147304
243,0.6403920950718408
244,0.3597069824912831
245,0.10056659202105374
246,0.5989437530491853
247,0.8380330187916304
248,0.7629625053520597
249,0.5014913242976974
250,0.8152095611636252
251,0.8835531789475141
252,0.09782623193281186
253,0.47020859580728147
254,0.8513924332968571
255,0.7886283250669424
256,0.7305259468231237
257,0.2822103080607982
258,0.815684388680809
259,0.8379994967214234
260,0.8258060071178931
261,0.7032662912332212
262,0.2983683115801234
263,0.3255025580022557
264,0.48008156985875083
265,0.6010325603767289
266,0.8030200857356155
267,0.6943012843872948
268,0.7087243816127038
269,0.7038829550607485
270,0.6144968057123977
271,0.256110487599
272,0.3654617406598946
273,0.2949319392828586
274,0.6501959892290655
275,0.2212404442971535
276,0.2221631031613062
277,0.4921158121846952
278,0.2256583826633156
279,0.6996745531029953
280,0.567826829076192
281,0.13735380852507328
282,0.9075820580762576
283,0.6154127456753051
284,0.253183913877094
285,0.7739348215505029
286,0.4950152437534105
287,0.7427669239768356
288,0.6110124431857238
289,0.9081748048501872
290,0.811287250214883
291,0.47032174322105397
292,0.6319495735972449
293,0.6362823319554185
294,0.6176559274937787
295,0.39889811314687734
296,0.8312094359357469
297,0.4426335833611757
298,0.5085756801136153
299,0.7132677927328647
300,0.23536171455753585
301,0.774602598280957
302,0.42343187330331505
303,0.28708668445052227
304,0.3935556305548395
305,0.8454352049581972
306,0.6280752301759999
307,0.2758874190868799
308,0.6855662039395042
309,0.6796178939705232
310,0.7234308963919848
311,0.4802674760143126
312,0.5551906665988998
313,0.06741814775959286
314,0.744186965898849
315,0.4196600023506656
316,0.5495000144405003
317,0.3460255214123275
318,0.6698138591139298
319,0.4433030016783066
320,0.6345834929481899
321,0.789635749020548
322,0.6107858761218963
323,0.8240553202070108
324,0.5272278020690887
325,0.4476501630423187
326,0.4750943541354688
327,0.40756202568988714
328,0.8801317800657159
329,0.6868490822780383
330,0.744186965898849
331,0.8982531983655225
332,0.5512048713715291
333,0.7784996039494348
334,0.2709968141888723
335,0.33800952298800446
336,0.28241659015522697
337,0.8312317924155247
338,0.4622657173736105
339,0.3163544109353496
340,0.5458026781476568
341,0.39906526949382765
342,0.5793091004290659
343,0.5363101829931772
344,0.8046094179006117
345,0.8252311424102453
346,0.5275132126750628
347,0.863567210225233
348,0.33935400437312335
349,0.6208137314980331
350,0.5276870383864017
351,0.7044018006409117
352,0.8193434445095159
353,0.6644612457582619
354,0.32618984873634127
355,0.48343447472949247
356,0.9043271226619286
357,0.7923257185035585
358,0.5689130386409061
359,0.08386318042522195
360,0.24881259031113145
361,0.4887673278305351
362,0.3658743596250926
363,0.3003070272631889
364,0.829320362354593
365,0.5255648017489626
366,0.6723918243463641
367,0.7102390456730102
368,0.729736594308713
369,0.4296709715345761
370,0.8693870389360643
371,0.5946629171408602
372,0.8002789913335624
373,0.29505891916109467
374,0.41140316501808183
375,0.4013421204028478
376,0.5061008215722399
377,0.4717421336070707
378,0.7018770077287041
379,0.47230577741083146
380,0.42423542882246496
381,0.5449266646907711
382,0.7280178460999154
383,0.3732658054804742
384,0.6508830705795303
385,0.5083051402706454
386,0.8301321968522792
387,0.7387144624986551
388,0.8224282299739686
389,0.7859548030266477
390,0.8428930303225242
391,0.5034913242976974
392,0.7113503263188172
393,0.30503967057315085
394,0.5958829669769171
395,0.5001204601878949
396,0.7926398643972471
397,0.696905667621611
398,0.6587097128866186
399,0.8273316470961355
400,0.7273035827274071
401,0.3392563417953997
402,0.732875704999227
403,0.29407820270023166
404,0.7860005518986682
405,0.2775791227436799
406,0.6171510135665595
407,0.4745372724776551
408,0.7964459001176892
409,0.34348682226135113
410,0.5328729038559176
411,0.707717873374544
412,0.043401226530405956
413,0.5893251804314177
414,0.5180414513910975
415,0.20654258094236902
416,0.7336291855683101
417,0.5464320088115202
418,0.45923568719709423
419,0.2538018029565869
420,0.6962632737481131
421,0.5139027685890866
422,0.761168684998784
423,0.2561432963414783
424,0.5368674166470514
425,0.6205456982739284
426,0.33228419100519674
427,0.8170430038047153
428,0.578582963142352
429,0.5974620392264399
430,0.8601469130440934
431,0.9369177885362018
432,0.7332636877304876
433,0.11745783051909871
434,0.8282591309911904
435,0.739563549070565
436,0.33652672591240523
437,0.43360120537762753
438,0.5827961667710686
439,0.31470181262978675
440,0.1241886226512926
441,0.5363240141854727
442,0.4906578530200223
443,0.254222275853863
444,0.5521047733757448
445,0.8364387266767207
446,0.27345913643610126
447,0.2017963188693023
448,0.6902722812526001
449,0.21181875688115834
450,0.8931488368801981
451,0.737592968069834
452,0.15381645146931636
453,0.15233013638616796
454,0.7523285777043704
455,0.5537228387327079
456,0.819170945961225
457,0.12512082103738525
458,0.4397044013005497
459,0.8656395782948948
460,0.5332131877125215
461,0.3068251132255088
462,0.6390070499400285
463,0.34466718347553676
464,0.46257021260463915
465,0.5562961212505703
466,0.12316283691752271
467,0.5883937832416706
468,0.7571493956434332
469,0.8673839526434189
470,0.2519309145929087
471,0.8409848347983857
472,0.5612627977453308
473,0.5342090124622415
474,0.46894879746580315
475,0.2968047822416982
476,0.8232958232133526
477,0.6097158728090487
478,0.7105235861376561
479,0.8812832446799818
480,0.6725783881568407
481,0.4902186654119278
482,0.7517766357185384
483,0.6188709151893433
484,0.09959116010891374
485,0.5727694824502373
486,0.6754377419903008
487,0.6164881938480625
488,0.4601220902578771
489,0.7000460322674429
490,0.854834706869766
491,0.6855072199485975
492,0.8629368557905508
493,0.6129356346404623
494,0.6308323190180198
495,0.7553027505848648
496,0.8861223536457596
497,0.31248472888572293
498,0.7063042680900874
499,0.23004559765569565
500,0.7869531759614711
501,0.32196666102670896
502,0.5789988535239504
503,0.614731676353565
504,0.36016062768367707
505,0.36907951816165957
506,0.790074549587945
507,0.7231483624799392
508,0.7740445220974287
509,0.39792722223037463
510,0.7506333083386462
511,0.32529236874506384
512,0.4483956991197147
513,0.7978350769112713
514,0.5255745058139079
515,0.820260444385006
516,0.3869238525717494
517,0.28682221635773264
518,0.8212464422761084
519,0.5891616137549796
520,0.5179577457859748
521,0.05201304700947651
522,0.6884916836636658
523,0.6209216389955107
524,0.6974496487723082
525,0.5123936180020661
526,0.6798037622727814
527,0.4325088082011552
528,0.8978026456495307
529,0.16575664740738488
530,0.13647003000958624
531,0.2092203508394435
532,0.647943574304688
533,0.4932235301950267
534,0.7052373938133597
535,0.6640925468792532
536,0.42083663311103187
537,0.43572722618511556
538,0.6169109752288877
539,0.6102555305144433
540,0.8327328584050432
541,0.6080054461454765
542,0.7717209870196617
543,0.7629227460794228
544,0.5066282384647657
545,0.7252577802596262
546,0.6301312284052847
547,0.7905662532384857
548,0.14049600476734295
549,0.8979630368718482
550,0.7188757206157937
551,0.4644568024674513
552,0.6985169596106108
553,0.4055341771143461
554,0.6332542944623434
555,0.7813007844943898
