index,voted
0,0.7352635407977074
1,0.839602043275644
2,0.47186900533717757
3,0.24664109066222692
4,0.7263960634099473
5,0.44940175268114146
6,0.8854397372315552
7,0.6508632571466386
8,0.2946208901874904
9,0.5233526702612593
10,0.3835112985306222
11,0.7278305857597134
12,0.4629346150136401
13,0.6026035630501794
14,0.3823413272602575
15,0.9488811633695705
16,0.8366573586384445
17,0.2931691536287077
18,0.39616070567728967
19,0.4650762481841352
20,0.5350971095407662
21,0.4693216321966154
22,0.2506798850769991
23,0.31294904401857393
24,0.7371319299566064
25,0.22030331031538544
26,0.9511396738986855
27,0.42958306016476966
28,0.43736281973143
29,0.3391589569516922
30,0.49786797441085817
31,0.7530110647127615
32,0.3220324746965155
33,0.547251060803024
34,0.542702998141317
35,0.2234412328374271
36,0.4033683793411454
37,0.5076463551323019
38,0.4337382718166031
39,0.3635916013723276
40,0.4592443500152701
41,0.9347062344385358
42,0.8365594068126609
43,0.6972843970167306
44,0.9493025605629067
45,0.31806586347757687
46,0.7270012707804976
47,0.9516229248970769
48,0.35310613134611035
49,0.8531135327875252
50,0.2689701116275327
51,0.8934961962231325
52,0.5227202017860777
53,0.8569667058080395
54,0.9685951345795771
55,0.5113927742528427
56,0.6338747885865422
57,0.6667839975938716
58,0.8289058520883862
59,0.3248388337640823
60,0.904573377026129
61,0.5504500709533529
62,0.5855763667233611
63,0.5388064860325574
64,0.3653191859215233
65,0.7255422536248447
66,0.39709319101574514
67,0.22232747751555043
68,0.447565917483944
69,0.5441024226094459
70,0.31033677778036795
71,0.49309736899568857
72,0.32596404675183976
73,0.7717824385037744
74,0.8555085317678778
75,0.5807132136177897
76,0.6714726665596757
77,0.26968267286164543
78,0.5525795064883505
79,0.4029640175739853
80,0.953611196238545
81,0.4398662390450475
82,0.46771208056847524
83,0.37101681390115865
84,0.7774649282214016
85,0.47078760193065533
86,0.8054654258968835
87,0.38471738207425643
88,0.34338963190904664
89,0.7412432417393958
90,0.9753979247578697
91,0.38125314461795845
92,0.3219622307012142
93,0.36443083036750534
94,0.6270972697750548
95,0.8670183852821747
96,0.5326040903236269
97,0.8754113741973805
98,0.5171010836271646
99,0.5803795226760992
100,0.2444056031738516
101,0.4183060341311615
102,0.7992564226782857
103,0.2997767983856146
104,0.24654907554703945
105,0.41742972710398696
106,0.4269423995835633
107,0.5073785378201298
108,0.7653051029729523
109,0.2873092855084606
110,0.668588564696661
111,0.28501623949361
112,0.8043625761620254
113,0.8275868199124368
114,0.8884797075735753
115,0.9592293179330298
116,0.521487171769045
117,0.29888538676947984
118,0.3213084179900445
119,0.3339705634734919
120,0.3522163576267902
121,0.7558288804006635
122,0.9639568494813318
123,0.2840249862569515
124,0.4080057222634326
125,0.5011578523982175
126,0.9488212565604819
127,0.8305577719833006
128,0.9412525031272209
129,0.46297342760452187
130,0.3469058900544204
131,0.346079314762865
132,0.30803468826746966
133,0.7921358156164415
134,0.9589439412533721
135,0.9039617754515606
136,0.27694824802810863
137,0.7891013646789204
138,0.34343246562820107
139,0.9618419942980632
140,0.4323326317610758
141,0.8202039305833905
142,0.26767005001917094
143,0.3956908779104277
144,0.4739366854446395
145,0.36652004137756283
146,0.7679518453240958
147,0.34154064123345856
148,0.4716267546399616
149,0.562278550906192
150,0.3885966949235624
151,0.45574830835834046
152,0.6726309317443784
153,0.494983857571176
154,0.6319971052397655
155,0.4459321054279116
156,0.8790240888203538
157,0.4807507411290033
158,0.9696488876235693
159,0.4458429667862752
160,0.8288655430526555
161,0.4196539734093392
162,0.3436383961241323
163,0.5013741921798555
164,0.6314628306010788
165,0.4909222044752049
166,0.4690510382250739
167,0.8674571605808896
168,0.4816577598377332
169,0.959568062312617
170,0.9654583228741231
171,0.4763515559033842
172,0.28244089592074106
173,0.7774792917851971
174,0.7972336965631148
175,0.7684780831475545
176,0.8248184406932912
177,0.39611212730474477
178,0.22847427319219302
179,0.94064191868764
180,0.9337176628635442
181,0.4883562090024306
182,0.8952680539560611
183,0.4062423107459334
184,0.2870378907763359
185,0.4230394140086928
186,0.5899086108464624
187,0.7268115124179428
188,0.7566872179785696
189,0.6289961845888407
190,0.6049041459507032
191,0.5855029690222007
192,0.745285935499815
193,0.32028396185433416
194,0.49127709817543264
195,0.3093486512989346
196,0.3518660864605953
197,0.24616881579997027
198,0.35081564355908196
199,0.5298304067052435
200,0.40855024170518417
201,0.49345157978220017
202,0.32813908970693223
203,0.26027352437888585
204,0.9418472482090545
205,0.3132191284570769
206,0.3774103046866369
207,0.3057946450505776
208,0.28526454410854235
209,0.8333232106351436
210,0.9202190334997447
211,0.488256021605548
212,0.32397246733966345
213,0.9316915552209161
214,0.3594894770498322
215,0.45698328094682594
216,0.7845448319195722
217,0.3203589994445512
218,0.3000713555457373
219,0.2997149793614735
220,0.4136518578576297
221,0.37795032683554697
222,0.8844313078749511
223,0.3238581166242536
224,0.5109725250198082
225,0.34465121390358483
226,0.44732492217524
227,0.9763027762059995
228,0.4854383215686455
229,0.4232711003968168
230,0.35132350631077425
231,0.4402413866952334
232,0.3776034225764182
233,0.7840759284032314
234,0.9644215850268433
235,0.7891907391852879
236,0.9629813990124823
237,0.8482178161842757
238,0.8092606597205152
239,0.4407425958810358
240,0.6221294919609159
241,0.5045453441516251
242,0.2976803417053116
243,0.7020833731497211
244,0.43123658896677697
245,0.34378729873054736
246,0.31473789949087827
247,0.5937246965929516
248,0.35674550241381964
249,0.7968776796082009
250,0.8665127209325176
251,0.3778232794994567
252,0.419492804218466
253,0.6195477246701159
254,0.29378940795399855
255,0.3783360046356319
256,0.282591248710231
257,0.37997850705945285
258,0.8627895592838675
259,0.44298493623993435
260,0.9462272061125684
261,0.5034047587082882
262,0.43768184610435135
263,0.7082515717312462
264,0.38007651171919155
265,0.33282278904838375
266,0.8396850281407785
267,0.8419971892474973
268,0.5815448808967969
269,0.7999803633227711
270,0.2989960276167908
271,0.40067626354876623
272,0.4914538517883904
273,0.3757831509266343
274,0.41967712001141894
275,0.5711911703615825
276,0.9704805636685685
277,0.9238714354674704
278,0.48986445564428305
279,0.27258686078466127
280,0.5701612972268939
281,0.8180961705338656
282,0.7478708389101318
283,0.6081902515629312
284,0.3449078410019548
285,0.4767748854537225
286,0.328619150151335
287,0.35032141020095164
288,0.2622300331572783
289,0.7811991630349748
290,0.27618503162657504
291,0.7268647055003896
292,0.30843529483067084
293,0.6044118066181947
294,0.5428150021074354
295,0.40378316741417486
296,0.30523043046534665
297,0.17548272081121186
298,0.344181957984757
299,0.8137805714176705
300,0.7998232981695593
301,0.7738776106377505
302,0.7973135056960707
303,0.4258086018510263
304,0.9157083363566201
305,0.8535336619348692
306,0.47713315419498176
307,0.43226986456086564
308,0.5599077802777185
309,0.7112734763244264
310,0.39614881837087634
311,0.7680800225583899
312,0.5770400179161781
313,0.7325850424771521
314,0.35572855541131176
315,0.9542701097641961
316,0.4007417157529754
317,0.4498445954348864
318,0.4490469729937486
319,0.37491850592952625
320,0.4890178572283277
321,0.4331715957965604
322,0.6071134153679443
323,0.392142381968438
324,0.5027248895709447
325,0.44726232768698704
326,0.33649041701883753
327,0.38014483606445126
328,0.34657119348330345
329,0.8461844272878909
330,0.9558569012905902
331,0.3030277375153779
332,0.3677779104843404
333,0.6536980281642611
334,0.9772610672870845
335,0.7790031322071919
336,0.45329416194486855
337,0.6917212812775502
338,0.541761812346334
339,0.8716213574433194
340,0.8661644402811471
341,0.3286797315160989
342,0.7221376633444199
343,0.35553176203221665
344,0.5460728673554802
345,0.3816466562527452
346,0.35534116162696444
347,0.8392714154534384
348,0.35914217636564255
349,0.3467695429234991
350,0.9537887680095474
351,0.9580465261884767
352,0.25736809614291073
353,0.3607646581212212
354,0.8540919726241103
355,0.2677578528173007
356,0.7598977846742467
357,0.38298171778184414
358,0.9785089203039925
359,0.2527783784682385
360,0.8204641452866305
361,0.8086427741808015
362,0.5396949472078105
363,0.7074588742160104
364,0.528366577606206
365,0.761604091858542
366,0.5403830520819847
367,0.6051774534322499
368,0.30826131235183374
369,0.34905035765641695
370,0.46414717272961986
371,0.6946906501987692
372,0.2642416474750078
373,0.7324886184217984
374,0.2974920418099506
375,0.9066879634286891
376,0.2767629704988382
377,0.5003252724933477
378,0.41588566682376543
379,0.3606314585811914
380,0.6689306804941856
381,0.7319411920133929
382,0.6096522803347431
383,0.6121072705862758
384,0.37327102653488825
385,0.3822201126422497
386,0.41885225002264614
387,0.35557445134491766
388,0.6806243396697935
389,0.38470291471976015
390,0.565168377512956
391,0.651388018833146
392,0.3580638049888957
393,0.48630910139199085
394,0.3684918448489056
395,0.6299805150646139
396,0.3449423054239708
397,0.47478532246526595
398,0.7659606009236316
399,0.34020992386399923
400,0.37868231208649594
401,0.8635543511989275
402,0.6377781450808138
403,0.9575309869718266
404,0.41331244117410826
405,0.4143694584858015
406,0.2810749341418788
407,0.4280067115698646
408,0.369840066065981
409,0.5760395228085826
410,0.4028709820201839
411,0.5218405471036529
412,0.48753378659191243
413,0.5805444175732574
414,0.2930609752830417
415,0.34226871025751004
416,0.4523681018212635
417,0.9062479396779801
418,0.942495446959648
419,0.5462712387995234
420,0.641102777226108
421,0.4746325581566453
422,0.34870566174534373
423,0.5105948947851019
424,0.25519397371028896
425,0.2397247841671169
426,0.31036531903689857
427,0.470272404051165
428,0.3899393220722045
429,0.273324997647381
430,0.33315857646403113
431,0.2798954482732275
432,0.3187719975839359
433,0.41078870231110187
434,0.4900000039575381
435,0.375260432224243
436,0.5957773397896513
437,0.5570455123191482
438,0.4437572858198646
439,0.9481383104369915
440,0.527755974411821
441,0.4239016052835574
442,0.5141221287436579
443,0.5072219945404861
444,0.3215540756579138
445,0.2995931969887924
446,0.3960100417157637
447,0.45329445201708585
448,0.3244333206758943
449,0.6395856550915233
450,0.3461186075365201
451,0.47411745638485514
452,0.4283080554409778
453,0.5118898273895716
454,0.42208365147888927
455,0.3480427127465532
456,0.5280129874768196
457,0.7640148353985704
458,0.5780283678526359
459,0.9292815929659377
460,0.36399181681806736
461,0.2300999941131281
462,0.9509323850021334
463,0.6303813723262897
464,0.3038361929035531
465,0.37323623028012176
466,0.3326529853246566
467,0.8623270444988231
468,0.5245137752953792
469,0.6110639072185667
470,0.7791133509886883
471,0.6765115484950401
472,0.6278384258298897
473,0.38943561836046037
474,0.49494119336692133
475,0.6278344740680465
476,0.5193403384675865
477,0.8228972614631476
478,0.8160053758244412
479,0.943906861402428
480,0.3525450676751376
481,0.6062727307418638
482,0.37643222005876403
483,0.49970010103076523
484,0.961755797072777
485,0.9495266873289133
486,0.45790393379777994
487,0.26392553845206945
488,0.3818163578587275
489,0.3315514698056305
490,0.5715773710017471
491,0.29260278101714887
492,0.47300634183009105
493,0.537239207154931
494,0.8620528817854965
495,0.4948880571176272
496,0.39118996379819204
497,0.8190090365043363
498,0.35531228405512894
499,0.41986048894318684
500,0.5141999488761293
501,0.8582754005767543
502,0.495010373841501
503,0.45119029827495205
504,0.23102165040313694
505,0.505039215613089
506,0.40414483129863693
507,0.4547416915074373
508,0.3654141660471819
509,0.6264494368315959
510,0.5207133965521723
511,0.6751824595670445
512,0.5686564894425801
513,0.48958665623089187
514,0.8378848980501441
515,0.4936540592535382
516,0.3741953245957386
517,0.4070982824592327
518,0.2733570782859998
519,0.721068102528381
520,0.5262857077153124
521,0.5399982224268298
522,0.8897626725255752
523,0.3569138209414532
524,0.2313045276451594
525,0.8871224942410576
526,0.9523254773301608
527,0.8213072948043103
528,0.937324192585494
529,0.8647783923506336
530,0.9522591373046432
531,0.47277316213508125
532,0.40202756773513293
533,0.47467896577264024
534,0.30523987905505806
535,0.37346064132574164
536,0.4885211374195104
537,0.4649727596735421
538,0.4284256126129614
539,0.3154945939933441
540,0.4925585845513758
541,0.47606871783794935
542,0.9428880362758539
543,0.4612095265209832
544,0.5372845191952331
545,0.5076877386954552
546,0.9498656022605818
547,0.33061796140115474
548,0.8360549612005228
549,0.6283093524324634
550,0.33954228464922837
551,0.4275727542651901
552,0.2161941192118449
553,0.8041692888891219
554,0.3164131774793713
555,0.3099311498000252
556,0.3959464683807632
557,0.8271703948427173
558,0.4606850855973672
559,0.7402830561350737
560,0.6740033301392777
561,0.5039754602824175
562,0.4376684775677762
563,0.9483645689617244
564,0.47724846405490773
565,0.872788841700865
566,0.418572346870236
567,0.43255189093000057
568,0.9703812829516822
569,0.44591795175818527
570,0.4718035185066649
571,0.8909502064541612
572,0.3676972227984108
573,0.8370817262600752
574,0.426282214638912
575,0.8494569158462407
576,0.387232197267794
577,0.5166299793001534
578,0.7298930323310349
579,0.8304998599761739
580,0.3048566390647674
581,0.8366562421491157
582,0.7254277106190049
583,0.43357396931899744
584,0.7829103765639762
585,0.8226880453822414
586,0.3682717749341145
587,0.5064047269775009
588,0.6796531470887546
589,0.3675607993615849
590,0.7932002147930686
591,0.3122147137911182
592,0.5136431077196023
593,0.27296717443140434
594,0.45053853265115273
595,0.48562681054985274
596,0.31823955674652676
597,0.42366825992204643
598,0.6077806006843716
599,0.566613769038794
600,0.5403674238837893
601,0.32363912660376654
602,0.8971390610110603
603,0.7099665975136207
604,0.39788770216433894
605,0.4220407118348547
606,0.3495794591783189
607,0.29290891657861184
608,0.8572099884420025
609,0.6005595161003507
610,0.3319015469393011
611,0.5327841861223886
612,0.48523894600423556
613,0.49513996940872096
614,0.2428101085741649
615,0.3007630300930336
616,0.4093241095828215
617,0.33044748136299523
618,0.43505987085545184
619,0.6869459189856962
620,0.26013815321931266
621,0.5413322057100679
622,0.38489746582929185
623,0.372289686184865
624,0.5057563953413802
625,0.3492404562369448
626,0.5800642613017876
627,0.7780913194301079
628,0.9620795849923154
629,0.9250275187936943
630,0.8569917441514607
631,0.42568652636356213
632,0.7989654534156028
633,0.3250643280604053
634,0.5576838748627981
635,0.8765822171434108
636,0.31409425064858737
637,0.5298295347537024
638,0.27943469222037126
639,0.7198925474241976
640,0.7705583127404678
641,0.48384420979458714
642,0.39805429581377466
643,0.423099826799029
644,0.4465025039860021
645,0.5202050616078673
646,0.8349643438840411
647,0.6505876797984517
648,0.35241374849121826
649,0.4468435581132769
650,0.9609576710521799
651,0.40247297004486005
652,0.8015509264755882
653,0.3181444812733677
654,0.44383134678826625
655,0.5472205689870852
656,0.42413095816581026
657,0.40160740783348764
658,0.8545929325298877
659,0.7931925405953797
660,0.37332776885628366
661,0.8618039706762155
662,0.4099209625703787
663,0.7635573654192186
664,0.8412105292987597
665,0.338783850049023
666,0.5577840678178868
667,0.32580319212012077
668,0.84860032855543
669,0.5024688323980804
670,0.32261125337665936
671,0.4677005833196426
672,0.9142597084166223
673,0.961283162417941
674,0.3902345482101145
675,0.35184170701890016
676,0.9310504678410381
677,0.3825806159893819
678,0.8471276366348425
679,0.39787300413310644
680,0.4013565628021862
681,0.9650108484473505
682,0.9348226873387273
683,0.6219972266530651
684,0.40915020309042144
685,0.7563241831156271
686,0.38987837961585003
687,0.5916142263356924
688,0.45709996707902795
689,0.6002828465662053
690,0.2920766507164486
691,0.649876926623306
692,0.9391918498230456
693,0.5530376794034594
694,0.3614304170811729
695,0.4034680205397576
696,0.9492866000551841
697,0.3527957285766909
698,0.5381812480699208
699,0.21778127738952652
700,0.37788521886191034
701,0.4390407053637103
702,0.34538695617867765
703,0.4474736042688757
704,0.9432607236438528
705,0.944653990501203
706,0.7247350858579434
707,0.9054305208092834
708,0.7234442439065418
709,0.5549898961443256
710,0.8609400738190857
711,0.5120461626554745
712,0.3364395683557483
713,0.42214553902325247
714,0.946906961009961
715,0.8594346640535855
716,0.42181788717745794
717,0.7046485395051528
718,0.5438451370472018
719,0.3227206961902396
720,0.7683961655966836
721,0.9556821953301866
722,0.3652288055408333
723,0.9468862153601529
724,0.3858759036893623
725,0.38318427506280506
726,0.727535433486346
727,0.9691184234544639
728,0.2752154116215259
729,0.5346423726427589
730,0.8043658522641823
731,0.7490145736944565
732,0.9293924327471701
733,0.5490677542942379
734,0.3889492504806407
735,0.8873352142281175
736,0.9753841916435033
737,0.8009256019154628
738,0.8521965449715354
739,0.5368652576415656
740,0.4306926729230738
741,0.8949859259727586
742,0.9264427908705224
743,0.7684494815486917
744,0.8881664783982023
745,0.3881816302661958
746,0.38983544120172064
747,0.3059391010056249
748,0.2863905605334267
749,0.5264321866700071
750,0.45101250577241314
751,0.8058487071018331
752,0.3895405275822525
753,0.8300940240323172
754,0.3407071936177471
755,0.755217954693555
756,0.8071154251287322
757,0.42568351479965993
758,0.7954233917206206
759,0.47202782098766133
760,0.37524059769752616
761,0.8436532415665234
762,0.4388435904944517
763,0.30387090434716413
764,0.6664173639379172
765,0.3727074297553101
766,0.950608111196706
767,0.43028837526200503
768,0.8419440775284347
769,0.8909992967174174
770,0.3554837939088699
771,0.7148926992757997
772,0.9199848489593324
773,0.794960038875278
774,0.3350335140368055
775,0.45319101422987096
776,0.3728377147148494
777,0.2522669901932619
778,0.4019878928881779
779,0.6697890276559363
780,0.8590105304016651
781,0.7450984297792729
782,0.4021847459470426
783,0.5866181129325151
784,0.8366482142722313
785,0.4228202857393897
786,0.3364092069825111
787,0.2825335552939157
788,0.32501461237288143
789,0.3036882507962018
790,0.35703549003290924
791,0.38293020307641357
792,0.5091499962658494
793,0.5676689058839028
794,0.8186890385503842
795,0.5228435340068045
796,0.38490175389164166
797,0.6396453712566519
798,0.32517799386320967
799,0.3527471626437494
800,0.8867087168880263
801,0.6582701385483785
802,0.7387693189325479
803,0.8137229282815288
804,0.44348466046121426
805,0.35941675890948327
806,0.39031516929691973
807,0.29988385006401325
808,0.376963635162734
809,0.48813199775192573
810,0.687352484193116
811,0.39361328350128055
812,0.42517010667232535
813,0.5360799451706488
814,0.9485817287824206
815,0.33611293141609566
816,0.5472160366751322
817,0.7611389328075127
818,0.39026223204020966
819,0.8564526549622058
820,0.37620631122497894
821,0.9688126505016914
822,0.4147771947203953
823,0.2715412314800412
824,0.9612029831467389
825,0.4795531577399609
826,0.4798201802566009
827,0.6758558030494933
828,0.6715382524577391
829,0.5512235138850032
830,0.3762572663070075
831,0.5232084393014601
832,0.7770953796587676
833,0.20193467965850107
834,0.5408276543323841
835,0.9008898119656517
836,0.27342685689051166
837,0.217870907885745
838,0.2612595922286881
839,0.39118687591932577
840,0.36361453842049574
841,0.3078207227465726
842,0.9027481788004468
843,0.6950989823632296
844,0.41225688091140616
845,0.3904082498905992
846,0.5021613075368463
847,0.47187424506825754
848,0.8319583725506939
849,0.1579236583333487
850,0.5692851446936963
851,0.5039458039848316
852,0.7685374576362277
853,0.6334145636787358
854,0.21242584789449526
855,0.9408052464196688
856,0.6154824207926829
857,0.487336898415333
858,0.3755726132589544
859,0.3039815925701764
860,0.8575988705408609
861,0.5255104723663555
862,0.4520728303230588
